"",-9.000,-8.000,-7.000,-6.000,-5.000,-4.000,-3.000,-2.000,-1.000,0.000
54421.0000,NaN,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
54422.0000,NaN,1.0000E-08,3.3245E-05,3.3245E-05,3.3245E-05,3.3245E-05,3.3245E-05,3.3245E-05,3.3245E-05,6.3425E-04
54423.0000,NaN,1.0000E-08,4.5526E+02,5.6251E+02,1.2263E+01,1.2663E+01,1.0047E+01,7.3572E+00,4.4875E+00,1.0000E-08
54424.0000,NaN,6.9212E-05,1.5000E-06,1.5000E-06,1.5000E-06,1.5000E-06,1.5000E-06,1.5000E-06,1.5000E-06,1.0000E-08
54425.0000,NaN,4.9248E-04,1.5000E-06,1.5004E-06,1.5005E-06,1.5005E-06,1.5004E-06,1.5004E-06,1.5004E-06,1.0000E-08
54426.0000,NaN,2.4195E-06,1.5001E-06,1.5076E-06,2.3852E-06,5.0001E-06,2.9483E-06,2.0641E-06,1.6323E-06,1.0000E-08
54427.0000,NaN,1.1934E-04,1.5005E-06,1.5458E-06,7.9969E-05,9.3051E-04,3.8288E-04,7.6443E-05,1.5038E-06,1.0000E-08
54428.0000,NaN,5.5431E-06,1.5010E-06,1.9075E-06,6.5245E-02,7.0609E-02,6.4082E-02,2.4588E-02,1.5348E-06,1.0000E-08
54429.0000,NaN,6.3216E-05,1.5021E-06,3.7502E-05,3.9747E-04,3.9363E-04,3.9702E-04,3.9930E-04,1.5355E-06,1.0000E-08
54430.0000,NaN,8.5910E-06,1.5041E-06,1.8300E-06,1.5060E-06,1.5076E-06,1.5090E-06,1.5104E-06,1.5079E-06,1.0000E-08
54431.0000,NaN,4.2241E-05,1.5079E-06,1.8708E-06,1.6076E-06,2.9605E-06,3.1237E-06,3.0630E-06,1.5144E-06,1.0000E-08
54432.0000,NaN,1.1609E-05,1.5141E-06,2.1070E-06,2.4556E-06,5.8567E-05,1.6674E-04,1.0125E-04,1.5032E-06,1.0000E-08
54433.0000,NaN,3.1657E-05,1.5258E-06,2.5971E-06,8.9921E-06,1.6540E-03,8.9817E-04,1.5055E-06,1.5039E-06,1.0000E-08
54434.0000,NaN,1.4536E-05,1.5467E-06,3.4462E-06,3.1670E-04,2.9363E-04,1.8652E-04,1.7924E-06,1.5033E-06,1.0000E-08
54435.0000,NaN,2.5753E-05,1.5873E-06,4.9155E-06,6.3006E-06,2.1292E-06,2.2217E-06,2.1229E-06,1.5033E-06,1.0000E-08
54436.0000,NaN,1.7201E-05,1.6639E-06,6.7993E-06,2.6337E-06,1.6549E-06,2.1673E-06,1.5438E-06,1.5033E-06,1.0000E-08
54437.0000,NaN,2.2825E-05,1.8052E-06,8.8644E-06,5.4420E-06,2.1486E-06,7.2954E-06,1.5639E-06,1.5032E-06,1.0000E-08
54438.0000,NaN,1.9323E-05,2.0439E-06,1.1741E-05,1.1430E-05,1.4723E-05,1.1656E-04,1.5236E-06,1.5032E-06,1.0000E-08
54439.0000,NaN,2.1868E-05,2.4336E-06,1.6371E-05,2.1245E-05,1.8290E-04,8.5416E-04,1.5136E-06,1.5031E-06,1.0000E-08
54440.0000,NaN,2.0831E-05,3.0563E-06,2.3287E-05,4.6424E-05,1.3129E-04,1.2609E-04,2.0573E-06,1.5031E-06,1.0000E-08
54441.0000,NaN,2.2083E-05,3.9303E-06,2.7412E-05,4.1839E-05,1.3694E-05,2.9646E-06,1.5697E-06,1.5030E-06,1.0000E-08
54442.0000,NaN,2.2143E-05,4.7629E-06,2.1715E-05,1.4805E-05,6.2251E-06,1.8581E-06,1.5171E-06,1.5031E-06,1.0000E-08
54443.0000,NaN,2.2911E-05,5.7514E-06,2.3033E-05,1.8915E-05,9.0925E-06,2.5717E-06,1.5178E-06,1.5031E-06,1.0000E-08
54444.0000,NaN,2.3206E-05,7.7469E-06,3.3494E-05,3.5515E-05,2.9357E-05,1.4347E-05,1.5173E-06,1.5030E-06,1.0000E-08
54445.0000,NaN,2.3778E-05,1.0793E-05,4.6302E-05,6.1084E-05,1.5777E-04,8.3950E-05,1.5099E-06,1.5030E-06,1.0000E-08
54446.0000,NaN,2.4571E-05,1.4416E-05,5.3303E-05,7.9213E-05,2.4235E-04,2.2273E-04,1.5182E-06,1.5030E-06,1.0000E-08
54447.0000,NaN,2.5654E-05,1.8639E-05,5.0927E-05,3.1326E-05,1.3338E-05,1.2603E-05,1.5351E-06,1.5029E-06,1.0000E-08
54448.0000,NaN,2.7357E-05,2.3303E-05,4.9820E-05,3.0227E-05,7.0670E-06,3.2310E-06,1.5126E-06,1.5029E-06,1.0000E-08
54449.0000,NaN,2.9281E-05,3.2776E-05,7.3082E-05,6.7824E-05,2.9230E-05,5.6031E-06,1.5097E-06,1.5030E-06,1.0000E-08
54450.0000,NaN,3.3462E-05,5.3180E-05,1.0873E-04,1.1140E-04,1.6486E-04,3.3835E-05,1.5094E-06,1.5030E-06,1.0000E-08
54451.0000,NaN,3.9901E-05,1.0076E-04,1.6650E-04,1.3470E-04,1.0271E-04,4.7149E-05,1.5178E-06,1.5029E-06,1.0000E-08
54452.0000,NaN,5.7285E-05,2.3672E-04,3.2111E-04,2.6874E-04,1.8164E-04,7.3458E-05,1.5896E-06,1.5027E-06,1.0000E-08
54453.0000,NaN,8.3892E-05,4.9471E-04,5.6123E-04,5.2062E-04,5.0997E-04,3.4319E-04,2.1070E-06,1.5024E-06,1.0000E-08
54454.0000,NaN,1.4887E-04,7.9162E-04,6.7822E-04,4.7766E-04,3.1982E-04,1.5927E-04,8.6376E-06,1.5029E-06,1.0000E-08
54455.0000,NaN,1.9663E-04,6.9033E-04,5.2931E-04,4.1662E-04,3.1926E-04,2.9825E-04,1.6280E-05,1.5190E-06,1.0000E-08
54456.0000,NaN,2.3743E-04,6.9622E-04,4.7914E-04,3.8034E-04,3.0962E-04,1.4822E-04,4.6223E-05,1.6366E-06,1.0000E-08
54457.0000,NaN,2.1410E-04,5.4798E-04,4.1098E-04,3.2151E-04,2.5450E-04,2.3838E-04,2.7451E-05,1.9490E-06,1.0000E-08
54458.0000,NaN,2.1615E-04,5.8008E-04,3.9874E-04,3.1881E-04,2.3997E-04,9.4254E-05,6.4292E-05,2.2781E-06,1.0000E-08
54459.0000,NaN,1.9036E-04,5.1023E-04,3.7720E-04,2.8699E-04,2.2134E-04,2.0906E-04,2.0996E-05,2.6242E-06,1.0000E-08
54460.0000,NaN,1.9636E-04,5.6447E-04,3.9183E-04,3.1823E-04,2.3415E-04,7.3089E-05,8.5062E-05,3.0065E-06,1.0000E-08
54461.0000,NaN,1.7705E-04,5.0036E-04,3.6628E-04,2.7368E-04,2.1433E-04,2.1676E-04,1.3450E-05,3.5124E-06,1.0000E-08
54462.0000,NaN,1.8580E-04,5.3909E-04,3.7255E-04,3.0423E-04,2.1550E-04,5.0219E-05,9.6001E-05,3.6263E-06,1.0000E-08
54463.0000,NaN,1.6642E-04,4.5853E-04,3.3150E-04,2.4100E-04,1.8603E-04,1.7898E-04,1.1340E-05,4.1635E-06,1.0000E-08
54464.0000,NaN,1.7288E-04,4.8868E-04,3.4047E-04,2.8681E-04,2.0837E-04,3.8056E-05,9.8661E-05,3.9596E-06,1.0000E-08
54465.0000,NaN,1.5341E-04,4.2230E-04,3.0096E-04,2.0568E-04,1.4379E-04,1.2457E-04,6.7321E-06,4.6033E-06,1.0000E-08
54466.0000,NaN,1.5964E-04,4.4198E-04,3.1152E-04,2.7124E-04,2.1605E-04,4.1695E-05,7.3726E-05,3.3006E-06,1.0000E-08
54467.0000,NaN,1.4107E-04,3.9860E-04,2.8138E-04,1.8117E-04,1.0590E-04,8.5619E-05,4.2693E-06,5.5425E-06,1.0000E-08
54468.0000,NaN,1.4756E-04,4.0640E-04,2.8714E-04,2.5317E-04,2.1866E-04,5.1285E-05,4.6935E-05,2.2041E-06,1.0000E-08
54469.0000,NaN,1.3127E-04,3.7779E-04,2.6501E-04,1.6227E-04,7.1318E-05,4.9799E-05,2.6771E-06,3.5948E-06,1.0000E-08
54470.0000,NaN,1.3633E-04,3.6019E-04,2.5191E-04,2.2079E-04,1.9939E-04,8.0039E-05,2.0060E-05,1.9916E-06,1.0000E-08
54471.0000,NaN,1.2122E-04,3.8140E-04,2.7957E-04,1.9893E-04,9.9927E-05,6.7916E-05,4.8954E-06,2.3168E-06,1.0000E-08
54472.0000,NaN,1.2737E-04,3.8398E-04,2.6181E-04,2.1265E-04,1.8243E-04,6.7642E-05,1.8352E-05,2.3148E-06,1.0000E-08
54473.0000,NaN,1.2160E-04,3.7274E-04,2.7057E-04,1.9903E-04,1.1289E-04,7.7646E-05,7.5233E-06,2.8532E-06,1.0000E-08
54474.0000,NaN,1.2341E-04,3.6296E-04,2.4997E-04,2.0909E-04,1.8818E-04,7.0073E-05,2.4549E-05,2.6170E-06,1.0000E-08
