"",8.000
54421.0000,0.0000E+00
54422.0000,0.0000E+00
54423.0000,0.0000E+00
54424.0000,0.0000E+00
54425.0000,2.0895E-05
54426.0000,2.0895E-05
54427.0000,2.0895E-05
54428.0000,2.0895E-05
54429.0000,2.0895E-05
54430.0000,2.0895E-05
54431.0000,2.0895E-05
54432.0000,2.0895E-05
54433.0000,2.0895E-05
54434.0000,2.0895E-05
54435.0000,2.0895E-05
54436.0000,2.9348E-04
54437.0000,5.8846E-04
54438.0000,6.1914E-04
54439.0000,6.1914E-04
54440.0000,7.7447E-04
54441.0000,1.0276E-03
54442.0000,1.1085E-03
54443.0000,1.1640E-03
54444.0000,1.1640E-03
54445.0000,1.1640E-03
54446.0000,1.2515E-03
54447.0000,1.2515E-03
54448.0000,1.2678E-03
54449.0000,1.3660E-03
54450.0000,1.4376E-03
54451.0000,1.5772E-03
54452.0000,1.6595E-03
54453.0000,2.2791E-03
54454.0000,3.0320E-03
54455.0000,3.0997E-03
54456.0000,3.1539E-03
54457.0000,3.1539E-03
54458.0000,3.1539E-03
54459.0000,3.1539E-03
54460.0000,3.3500E-03
54461.0000,3.3500E-03
54462.0000,3.3500E-03
54463.0000,3.3500E-03
54464.0000,3.3500E-03
54465.0000,3.3500E-03
54466.0000,3.4387E-03
54467.0000,3.9344E-03
54468.0000,4.5449E-03
54469.0000,5.6157E-03
54470.0000,6.5592E-03
54471.0000,8.1514E-03
54472.0000,8.2164E-03
54473.0000,8.2164E-03
54474.0000,8.2605E-03
54475.0000,8.2605E-03
54476.0000,9.1843E-03
54477.0000,1.0243E-02
54478.0000,1.2720E-02
54479.0000,1.2817E-02
54480.0000,1.2817E-02
54481.0000,1.2817E-02
54482.0000,1.2817E-02
54483.0000,1.2817E-02
54484.0000,1.3190E-02
54485.0000,1.3190E-02
54486.0000,1.3190E-02
54487.0000,1.3190E-02
54488.0000,1.3190E-02
54489.0000,1.3190E-02
54490.0000,1.3190E-02
54491.0000,1.3290E-02
54492.0000,1.3290E-02
54493.0000,1.3341E-02
54494.0000,1.3341E-02
54495.0000,1.3341E-02
54496.0000,1.3384E-02
54497.0000,1.3384E-02
54498.0000,1.3630E-02
54499.0000,0.0000E+00
54500.0000,8.4602E-04
54501.0000,1.6632E-03
54502.0000,3.1229E-03
54503.0000,3.6544E-03
54504.0000,3.7054E-03
54505.0000,3.8427E-03
54506.0000,3.8427E-03
54507.0000,4.0213E-03
54508.0000,5.4683E-03
54509.0000,8.6163E-03
54510.0000,1.4851E-02
54511.0000,1.6110E-02
54512.0000,1.7660E-02
54513.0000,1.7864E-02
54514.0000,0.0000E+00
54515.0000,0.0000E+00
54516.0000,1.3455E-04
54517.0000,0.0000E+00
54518.0000,0.0000E+00
54519.0000,0.0000E+00
54520.0000,0.0000E+00
